uniqueID,Date,Voter File Match,Registered Voter (of Voter File Matches),weight,Q1. Health Quality,age,DEMOGRAPHICS - GENDER,Q4. Number of People in HH,Q5. Children in HH,Q6. Non-HH Face to Face Count,Q7. Six Feet Away? (If Q6 > 0),Q8. HH Member Going to Work,Q9. Children Interacting with Other Children ,Q10. Times in Group > 20 in Last Week,Family,Friends,Co-workers,"Clients, patients, or patrons",Any other type of person not already mentioned,Q12. Handwashing Count,Q13. Currently Practicing Social Distancing?,Q14. Currently Experiencing Symptoms?,Q15. Likelihood of getting Coronavirus,Q16. NC Response to Coronavirus,Q17. Changes to Routine ,Q18. College Degree,Q19. Latino,Q20. Race,Q21. Panel Willingness,Q19-20. Race + Ethnicity,Survey Mode,DEMOGRAPHICS - RACE ON FILE,MEDIA MARKET,PARTY,TURNOUT,DEMOGRAPHICS - PARTY ON FILE,tax_score,CHOICE,CHURCH ATTENDANCE,CLIMATE CHANGE PRIORITY,COLLEGE,GUN CONTROL,GUN OWNER,PROGRESSIVE GUN OWNER,tv_cable,tv_satellite,tv_broadcast,cellphone_score,commercial_party,MARIJUANA,low_tv,trump_approve_score,retired_score,county_name,Completed Survey,week
365,2020-03-30,Yes,Yes,0.285709,Fair,70,Female,,,,,,0,,,,,,,,,,,,,,,,0,Black,IVR,Black,560.0,5.0,5.0,Other / Unaffiliated,5.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,5.0,3.0,1.0,2.0,4.0,CUMBERLAND,False,week1
366,2020-03-30,Yes,Yes,0.42731499999999994,Good,58,Female,3.0,None,4.0,4.0,Yes,,0.0,Yes,Yes,,Yes,,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,Black,No,Black,IVR,Black,560.0,5.0,5.0,Democrat,3.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,JOHNSTON,True,week1
367,2020-03-30,No,,0.278163,Very Good,69,Male,2.0,None,9.0,9.0,Yes,,9.0,Yes,Yes,Yes,Yes,Yes,9.0,Yes,No,Yes,Most are underestimating the risks,Large changes,No,No,White,Yes,White,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week1
368,2020-03-30,Yes,Yes,1.20218,Good,52,Female,1.0,None,1.0,1.0,No,,,,,,,Yes,5.0,Yes,No,Yes,Most are underestimating the risks,Large changes,Yes,No,Black,Yes,Black,IVR,Black,560.0,5.0,5.0,Democrat,3.0,5.0,2.0,3.0,5.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,DURHAM,True,week1
369,2020-03-30,Yes,Yes,0.472926,Very Good,53,Male,1.0,None,1.0,1.0,No,,1.0,No,No,No,No,No,3.0,Yes,No,Yes,Most are underestimating the risks,Small changes,No,No,White,Yes,White,IVR,Caucasian,517.0,1.0,3.0,Republican,3.0,3.0,2.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,MECKLENBURG,True,week1
370,2020-03-30,Yes,Yes,0.913725,Very Good,66,Female,3.0,None,2.0,2.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,Black,Yes,Black,IVR,Black,517.0,5.0,5.0,Democrat,,4.0,4.0,4.0,5.0,3.0,2.0,,3.0,,,,,3.0,2.0,1.0,3.0,CABARRUS,True,week1
371,2020-03-30,Yes,Yes,0.782567,Very Good,71,Male,2.0,None,4.0,4.0,Yes,,2.0,Yes,No,No,No,No,7.0,Yes,No,Yes,Most are reacting appropriately,Small changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,3.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,HALIFAX,True,week1
372,2020-03-30,Yes,Yes,1.20218,Very Good,49,Female,3.0,None,1.0,0.0,Yes,,0.0,Yes,,,,,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,Another race,No,Another race,IVR,Black,560.0,5.0,5.0,Democrat,3.0,4.0,3.0,4.0,5.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,DURHAM,True,week1
373,2020-03-30,Yes,Yes,0.42731499999999994,Good,57,Female,2.0,None,1.0,1.0,Yes,,9.0,Yes,Yes,Yes,Yes,9,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,Black,Yes,Black,IVR,Black,560.0,5.0,4.0,Democrat,,4.0,3.0,3.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,,,4.0,1.0,1.0,1.0,DURHAM,True,week1
374,2020-03-30,Yes,Yes,0.285488,Very Good,75,Female,2.0,None,9.0,6.0,No,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,517.0,1.0,5.0,Other / Unaffiliated,,2.0,4.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,,,2.0,1.0,5.0,4.0,IREDELL,False,week1
375,2020-03-30,Yes,Yes,1.0795299999999999,Good,74,Female,1.0,None,0.0,,No,,0.0,No,No,No,No,No,7.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,Yes,,0,Hispanic or Latino,IVR,Caucasian,518.0,3.0,5.0,Other / Unaffiliated,,3.0,3.0,2.0,5.0,4.0,2.0,1.0,4.0,2.0,1.0,,,3.0,1.0,3.0,4.0,DAVIDSON,True,week1
376,2020-03-30,Yes,Yes,0.271379,Fair,77,Female,1.0,None,1.0,1.0,No,,0.0,Yes,,,,,9.0,Yes,No,Unsure,Most are underestimating the risks,Small changes,No,No,White,Yes,White,IVR,Caucasian,567.0,1.0,3.0,Republican,2.0,1.0,4.0,1.0,2.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,TRANSYLVANIA,True,week1
377,2020-03-30,Yes,Yes,1.20125,Good,54,Female,3.0,None,9.0,9.0,Yes,,0.0,Yes,,Yes,Yes,,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,517.0,5.0,5.0,Democrat,3.0,2.0,5.0,2.0,4.0,2.0,5.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,CLEVELAND,True,week1
378,2020-03-30,Yes,Yes,0.504467,Good,58,Female,3.0,None,2.0,2.0,Yes,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,518.0,2.0,5.0,Democrat,3.0,4.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,DAVIDSON,False,week1
379,2020-03-30,Yes,Yes,0.285709,Very Good,69,Female,1.0,None,0.0,,No,,1.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,Black,Yes,Black,IVR,Black,560.0,5.0,5.0,Democrat,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,4.0,HOKE,True,week1
380,2020-03-30,Yes,Yes,1.05102,Very Good,91,Male,2.0,None,0.0,,No,,0.0,Yes,,,,,8.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,518.0,4.0,5.0,Democrat,3.0,3.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,FORSYTH,True,week1
381,2020-03-30,Yes,Yes,0.278163,Good,75,Male,2.0,None,6.0,2.0,No,,1.0,No,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,Caucasian,560.0,1.0,5.0,Other / Unaffiliated,3.0,1.0,3.0,1.0,2.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,4.0,PERSON,True,week1
382,2020-03-30,Yes,Yes,0.948923,Very Good,80,Female,2.0,None,3.0,3.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Small changes,Yes,No,White,Yes,White,IVR,Caucasian,518.0,5.0,5.0,Democrat,3.0,3.0,4.0,2.0,2.0,5.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,5.0,GUILFORD,True,week1
383,2020-03-30,Yes,Yes,0.782567,Very Good,87,Male,2.0,None,,,,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,560.0,1.0,5.0,Other / Unaffiliated,3.0,3.0,4.0,1.0,4.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,WAKE,False,week1
384,2020-03-30,Yes,Yes,0.285709,Good,74,Female,1.0,None,2.0,2.0,No,,3.0,No,,,,,8.0,Yes,No,Unsure,Most are reacting appropriately,No real changes,No,No,Black,No,Black,IVR,Black,560.0,5.0,5.0,Democrat,5.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,FRANKLIN,True,week1
385,2020-03-30,Yes,Yes,0.472926,Very Good,51,Male,4.0,Two,9.0,9.0,Yes,No,0.0,Yes,,,,,,,,,,,,,,0,White,IVR,Caucasian,517.0,3.0,5.0,Other / Unaffiliated,3.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,MECKLENBURG,False,week1
386,2020-03-30,Yes,No,0.316205,Good,74,Male,1.0,None,1.0,0.0,No,,0.0,No,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,No,No,,Yes,White,IVR,Caucasian,517.0,3.0,,Other / Unaffiliated,,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,4.0,4.0,,True,week1
387,2020-03-30,Yes,Yes,0.285488,Very Good,87,Female,2.0,None,2.0,1.0,No,,0.0,Yes,No,No,Yes,Yes,6.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,Yes,White,IVR,Caucasian,517.0,1.0,5.0,Republican,3.0,1.0,5.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,MECKLENBURG,True,week1
388,2020-03-30,Yes,Yes,0.42731499999999994,Good,62,Female,2.0,None,2.0,2.0,Unsure,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,No,No,Black,Yes,Black,IVR,Black,560.0,5.0,5.0,Democrat,5.0,3.0,4.0,4.0,5.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,CUMBERLAND,True,week1
389,2020-03-30,Yes,Yes,0.271379,Good,86,Female,1.0,None,2.0,0.0,No,,0.0,No,Yes,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,0,White,IVR,Caucasian,567.0,5.0,5.0,Democrat,3.0,4.0,3.0,4.0,1.0,5.0,2.0,2.0,4.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,HENDERSON,True,week1
390,2020-03-30,Yes,Yes,0.316205,Good,85,Male,2.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,No,No,No,Most are underestimating the risks,No real changes,No,No,White,No,White,IVR,Caucasian,517.0,3.0,5.0,Democrat,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,MECKLENBURG,True,week1
391,2020-03-30,Yes,Yes,1.14188,Very Good,61,Female,,,,,,0,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,550.0,5.0,5.0,Democrat,3.0,5.0,2.0,4.0,3.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,NEW HANOVER,False,week1
392,2020-03-30,No,,0.271379,Poor,88,Female,3.0,One,0.0,,No,No,1.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,No real changes,No,No,White,Yes,White,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week1
393,2020-03-30,Yes,Yes,1.1704299999999999,Poor,64,Male,2.0,None,1.0,0.0,No,,0.0,Yes,No,No,No,No,5.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,2.0,5.0,Other / Unaffiliated,3.0,4.0,2.0,1.0,5.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,ORANGE,True,week1
394,2020-03-30,Yes,Yes,0.706546,Fair,75,Female,1.0,None,0.0,,Yes,,0.0,No,No,No,No,No,6.0,Yes,No,Yes,Most are underestimating the risks,Small changes,Yes,No,,No,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,3.0,2.0,3.0,4.0,4.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,ORANGE,True,week1
395,2020-03-30,No,,1.20218,Good,50,Female,4.0,None,3.0,0.0,No,,,,,,,,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,Asian,Yes,Asian,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week1
396,2020-03-30,Yes,Yes,0.251141,Good,71,Female,1.0,None,1.0,1.0,No,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,560.0,4.0,3.0,Other / Unaffiliated,,,3.0,,2.0,,,,,,,,,,1.0,2.0,4.0,WILSON,False,week1
397,2020-03-30,Yes,Yes,0.300578,Good,80,Male,3.0,None,1.0,8.0,No,,0.0,Yes,Yes,,,,2.0,Yes,No,No,Most are overreacting to the actual risks,Small changes,No,No,White,No,White,IVR,Caucasian,567.0,5.0,5.0,Democrat,3.0,4.0,3.0,2.0,1.0,3.0,5.0,3.0,2.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,BUNCOMBE,True,week1
398,2020-03-30,Yes,Yes,0.316205,Very Good,65,Male,2.0,None,3.0,3.0,No,,1.0,No,No,No,,,,,,,,,,,,0,White,IVR,Caucasian,517.0,1.0,5.0,Republican,2.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,3.0,ALEXANDER,False,week1
399,2020-03-30,Yes,Yes,0.5587449999999999,Very Good,47,Male,3.0,None,9.0,9.0,Yes,,0.0,Yes,No,Yes,Yes,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,Yes,White,IVR,Caucasian,518.0,3.0,3.0,Democrat,3.0,4.0,2.0,2.0,5.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,2.0,3.0,1.0,ALLEGHANY,True,week1
400,2020-03-30,Yes,Yes,0.316205,Good,81,Male,1.0,None,1.0,0.0,No,,0.0,No,No,No,No,Yes,8.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,Caucasian,517.0,5.0,5.0,Democrat,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,IREDELL,True,week1
401,2020-03-30,Yes,No,0.31645,Very Good,85,Male,1.0,None,3.0,0.0,No,,,,,,,,,,,,,,,,,0,Black,IVR,Black,560.0,5.0,,Other / Unaffiliated,,,3.0,,3.0,,,,,,,,,,1.0,2.0,4.0,,False,week1
402,2020-03-30,Yes,Yes,0.706546,Good,83,Female,,None,4.0,,,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,4.0,3.0,4.0,4.0,4.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,4.0,WAKE,False,week1
403,2020-03-30,Yes,Yes,1.05673,Good,62,Female,2.0,None,0.0,,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Small changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,1.0,5.0,Republican,3.0,4.0,4.0,1.0,5.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,WAKE,True,week1
404,2020-03-30,Yes,Yes,0.251141,Good,66,Female,,,,,,0,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,560.0,1.0,5.0,Republican,2.0,2.0,4.0,1.0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,3.0,JOHNSTON,False,week1
405,2020-03-30,Yes,Yes,0.271379,Poor,73,Female,4.0,None,0.0,,Yes,,9.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,White,No,White,IVR,Caucasian,570.0,5.0,4.0,Democrat,,,2.0,,3.0,,,,,,,,,,1.0,2.0,4.0,ROBESON,True,week1
406,2020-03-30,No,,0.285709,Fair,73,Female,1.0,None,3.0,3.0,No,,1.0,Yes,Yes,Yes,Yes,No,6.0,Yes,No,3,Most are overreacting to the actual risks,Small changes,No,No,Black,Yes,Black,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week1
407,2020-03-30,Yes,Yes,0.889592,Good,74,Male,2.0,,,,,0,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,517.0,2.0,5.0,Republican,,,3.0,,4.0,,,,,,,,,,1.0,4.0,4.0,STANLY,False,week1
408,2020-03-30,Yes,Yes,0.271379,Poor,79,Female,3.0,One,1.0,0.0,Yes,No,0.0,No,,,,,,,,,,,,,,0,White,IVR,Caucasian,544.0,4.0,4.0,Democrat,3.0,1.0,4.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,5.0,PERQUIMANS,False,week1
409,2020-03-30,Yes,Yes,0.405882,Good,55,Female,3.0,None,5.0,5.0,Yes,,0.0,Yes,No,No,No,No,6.0,Yes,No,No,Most are overreacting to the actual risks,Large changes,No,No,White,Yes,White,IVR,Caucasian,544.0,5.0,5.0,Democrat,3.0,2.0,4.0,2.0,2.0,3.0,5.0,2.0,1.0,4.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,HERTFORD,True,week1
410,2020-03-30,Yes,Yes,1.26475,Very Good,58,Male,,,,,,0,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,567.0,5.0,3.0,Democrat,,4.0,2.0,2.0,5.0,3.0,4.0,,3.0,,,,,4.0,2.0,2.0,1.0,POLK,False,week1
411,2020-03-30,Yes,Yes,0.271379,Very Good,67,Female,2.0,None,1.0,1.0,Yes,,1.0,Yes,Yes,Yes,Yes,Yes,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,No,White,IVR,Caucasian,550.0,4.0,5.0,Other / Unaffiliated,5.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,BLADEN,True,week1
412,2020-03-30,Yes,Yes,0.890281,Good,74,Male,3.0,One,0.0,,No,No,0.0,Yes,No,No,No,No,9.0,No,No,No,Most are reacting appropriately,Small changes,Yes,No,Black,Yes,Black,IVR,Black,560.0,1.0,5.0,Republican,3.0,2.0,5.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,5.0,DURHAM,True,week1
413,2020-03-30,Yes,Yes,0.782567,Fair,65,Male,2.0,,,,,0,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,560.0,1.0,5.0,Republican,2.0,3.0,3.0,1.0,4.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,WAKE,False,week1
414,2020-03-30,Yes,Yes,0.271379,Good,69,Female,2.0,None,6.0,9.0,Unsure,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,550.0,1.0,5.0,Other / Unaffiliated,2.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,5.0,4.0,BRUNSWICK,False,week1
415,2020-03-30,Yes,No,0.271379,Fair,81,Female,3.0,One,0.0,,No,No,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,550.0,5.0,,Other / Unaffiliated,,2.0,4.0,1.0,2.0,3.0,3.0,,4.0,,,,,3.0,1.0,2.0,4.0,,False,week1
416,2020-03-30,Yes,Yes,0.449553,Good,53,Male,3.0,One,1.0,1.0,No,Yes,1.0,Yes,Yes,No,No,No,2.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,No,White,IVR,Black,550.0,5.0,4.0,Democrat,3.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,BRUNSWICK,True,week1
417,2020-03-30,Yes,Yes,0.251141,Very Good,67,Female,2.0,None,,,,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,3.0,2.0,5.0,2.0,1.0,3.0,5.0,3.0,1.0,4.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,PERSON,False,week1
418,2020-03-30,Yes,Yes,0.337294,Very Good,87,Female,1.0,None,6.0,6.0,No,,2.0,No,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,Caucasian,518.0,1.0,5.0,Republican,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,FORSYTH,True,week1
419,2020-03-30,Yes,Yes,0.472926,Good,60,Male,2.0,None,7.0,2.0,No,,0.0,No,No,No,No,No,8.0,No,No,No,Most are overreacting to the actual risks,No real changes,No,No,White,No,White,IVR,Caucasian,517.0,1.0,5.0,Republican,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,5.0,2.0,ROWAN,True,week1
420,2020-03-30,Yes,Yes,1.14188,Good,50,Female,6.0,None,0.0,,Yes,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,No,White,IVR,Caucasian,570.0,5.0,5.0,Democrat,3.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,ROBESON,True,week1
421,2020-03-30,Yes,Yes,0.337294,Good,85,Female,,None,2.0,0.0,No,,,,,,,,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,No,White,IVR,Caucasian,518.0,1.0,4.0,Republican,2.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,GUILFORD,True,week1
422,2020-03-30,Yes,Yes,0.34195,Fair,92,Male,9.0,Two,,,,,,,,,,,,,,,,,,,,0,Black,IVR,Black,545.0,5.0,5.0,Democrat,3.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,DUPLIN,False,week1
423,2020-03-30,Yes,Yes,0.251141,Good,72,Female,2.0,None,3.0,0.0,No,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,No,White,IVR,Caucasian,560.0,1.0,5.0,Republican,1.0,2.0,4.0,1.0,3.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,ORANGE,True,week1
424,2020-03-30,Yes,Yes,0.271379,Good,99,Female,1.0,None,2.0,1.0,No,,0.0,Yes,,,,,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,Yes,White,IVR,Caucasian,570.0,2.0,5.0,Other / Unaffiliated,3.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,5.0,ROBESON,True,week1
425,2020-03-30,Yes,Yes,0.42698500000000006,Very Good,51,Female,4.0,None,1.0,0.0,No,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,517.0,1.0,5.0,Republican,2.0,2.0,4.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,UNION,False,week1
426,2020-03-30,Yes,Yes,0.889592,Very Good,75,Male,2.0,None,0.0,,No,,0.0,Yes,,,,,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,,,0,White,IVR,Caucasian,517.0,1.0,5.0,Other / Unaffiliated,3.0,3.0,3.0,2.0,5.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,4.0,UNION,True,week1
427,2020-03-30,Yes,Yes,0.845627,Very Good,83,Male,,,,,,0,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,570.0,1.0,5.0,Republican,5.0,1.0,4.0,1.0,5.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,SCOTLAND,False,week1
428,2020-03-30,Yes,Yes,0.285488,Very Good,83,Female,2.0,None,0.0,,No,,0.0,Yes,,,,,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,White,No,White,IVR,Caucasian,517.0,1.0,5.0,Republican,3.0,2.0,4.0,1.0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,CABARRUS,True,week1
429,2020-03-30,Yes,Yes,0.278163,Good,72,Male,2.0,None,5.0,5.0,No,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,560.0,1.0,5.0,Other / Unaffiliated,2.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,WAYNE,False,week1
430,2020-03-30,Yes,Yes,0.485756,Good,57,Female,2.0,,,,,0,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Small changes,No,No,Black,No,Black,IVR,Black,517.0,2.0,5.0,Republican,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,5.0,3.0,1.0,4.0,1.0,MECKLENBURG,True,week1
431,2020-03-30,Yes,Yes,0.271379,Good,84,Female,2.0,None,1.0,1.0,No,,1.0,Yes,No,9,9,9,9.0,No,No,No,Most are reacting appropriately,Small changes,No,No,White,No,White,IVR,Caucasian,545.0,1.0,5.0,Republican,2.0,1.0,5.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,ONSLOW,True,week1
432,2020-03-30,Yes,Yes,1.3315299999999999,Very Good,45,Male,3.0,One,5.0,5.0,No,No,0.0,Yes,,,No,No,9.0,Yes,No,No,Most are underestimating the risks,Small changes,Yes,Yes,,Yes,Hispanic or Latino,IVR,Caucasian,560.0,5.0,5.0,Democrat,3.0,4.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,JOHNSTON,True,week1
433,2020-03-30,Yes,Yes,0.803796,Very Good,71,Female,5.0,Two,8.0,5.0,Yes,No,0.0,Yes,Yes,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,Black,Yes,Black,IVR,Black,560.0,5.0,5.0,Democrat,3.0,3.0,4.0,2.0,4.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,WAYNE,True,week1
